Order_ID,Customer_Name,City,Order_Date,Delivery_Date,Order_Value,Status
ORD1047,Vijay Singh,Delhi,2025-08-22 17:24:40,2025-08-25 13:24:40,1623,Delivered
ORD1048,Vijay Singh,Mumbai,2025-02-09 04:22:37,2025-02-09 23:22:37,3393,Delivered
ORD1049,Rohan Kumar,Hyderabad,2026-07-27 18:41:53,2026-07-28 14:41:53,4628,Delivered
ORD1050,Sneha Gupta,Coimbatore,2026-06-02 19:22:33,2026-06-03 07:22:33,2331,Delivered
ORD1051,Arun Gupta,Hyderabad,2026-01-20 16:42:48,2026-01-22 15:42:48,1599,Delivered
ORD1052,Karthik Nair,Chennai,2025-01-17 23:08:09,,3246,Pending
ORD1053,Meera Sharma,Delhi,2025-07-14 23:16:04,,3406,Cancelled
ORD1054,Kavya Nair,Hyderabad,2025-11-27 14:19:07,2025-11-30 06:19:07,3306,Delivered
ORD1055,Sneha Patel,Pune,2025-05-12 20:32:46,2025-05-14 10:32:46,1740,Delivered
ORD1056,Kavya Nair,Coimbatore,2026-07-21 03:02:19,2026-07-22 16:02:19,4389,Delivered
ORD1057,Priya Iyer,Madurai,2025-01-31 21:39:55,2025-02-01 08:39:55,4131,Delivered
ORD1058,Priya Patel,Mumbai,2026-06-21 23:10:52,2026-06-22 02:10:52,1585,Delivered
ORD1059,Kavya Reddy,Hyderabad,2025-09-10 00:38:31,2025-09-11 09:38:31,373,Delivered
ORD1060,Divya Gupta,Mumbai,2025-06-06 00:24:14,2025-06-06 06:24:14,369,Delivered
ORD1061,Sneha Iyer,Bengaluru,2025-03-16 01:13:06,2025-03-18 03:13:06,4424,Delivered
ORD1062,Kavya Reddy,Chennai,2025-06-02 15:07:57,2025-06-03 01:07:57,1804,Delivered
ORD1063,Karthik Nair,Delhi,2025-01-22 15:42:08,2025-01-22 20:42:08,4678,Delivered
ORD1064,Priya Patel,Chennai,2026-03-13 10:55:31,,414,Processing
ORD1065,Karthik Gupta,Bengaluru,2026-05-31 01:15:29,2026-05-31 11:15:29,1103,Delivered
ORD1066,Priya Sharma,Bengaluru,2025-11-08 19:07:19,2025-11-10 15:07:19,4674,Delivered
ORD1067,Divya Sharma,Delhi,2025-09-24 12:24:35,2025-09-24 14:24:35,3883,Delivered
ORD1068,Rohan Patel,Hyderabad,2025-06-13 02:14:21,2025-06-13 15:14:21,2924,Delivered
ORD1069,Arun Gupta,Bengaluru,2025-08-09 20:43:49,,3274,Pending
ORD1070,Rohan Gupta,Madurai,2025-08-28 10:30:13,2025-08-28 12:30:13,629,Delivered
ORD1071,Arun Sharma,Mumbai,2025-09-16 12:13:55,,3664,Processing
ORD1072,Meera Sharma,Mumbai,2025-01-04 03:30:36,2025-01-06 18:30:36,1503,Delivered
ORD1073,Sneha Iyer,Coimbatore,2025-02-11 11:45:02,2025-02-12 04:45:02,3472,Delivered
ORD1074,Arun Gupta,Pune,2026-04-18 15:16:41,,4028,Pending
ORD1075,Divya Sharma,Bengaluru,2025-04-10 08:49:37,2025-04-10 23:49:37,1039,Delivered
ORD1076,Divya Kumar,Bengaluru,2025-08-13 22:48:41,2025-08-14 22:48:41,4004,Delivered
ORD1077,Sneha Reddy,Madurai,2025-07-28 21:35:57,2025-07-30 11:35:57,1074,Delivered
ORD1078,Rohan Nair,Chennai,2025-08-26 19:22:11,2025-08-28 06:22:11,2320,Delivered
ORD1079,Rohan Kumar,Chennai,2025-07-26 07:06:53,,2052,Processing
ORD1080,Rahul Kumar,Mumbai,2026-02-28 15:08:14,2026-03-03 12:08:14,2545,Delivered
ORD1081,Priya Patel,Mumbai,2026-05-31 08:54:31,2026-06-02 22:54:31,178,Delivered
ORD1082,Kavya Patel,Hyderabad,2026-01-30 21:31:57,2026-02-02 09:31:57,184,Delivered
ORD1083,Priya Gupta,Delhi,2026-02-26 16:27:02,2026-02-28 18:27:02,3739,Delivered
ORD1084,Rahul Reddy,Pune,2025-09-16 22:53:47,2025-09-17 07:53:47,2820,Delivered
ORD1085,Rahul Kumar,Madurai,2026-02-05 00:28:45,2026-02-06 10:28:45,3515,Delivered
ORD1086,Sneha Nair,Delhi,2025-02-08 23:10:12,2025-02-10 10:10:12,738,Delivered
ORD1087,Divya Patel,Delhi,2025-10-12 13:02:09,,3368,Cancelled
ORD1088,Rahul Reddy,Coimbatore,2026-02-24 15:51:10,2026-02-26 07:51:10,3288,Delivered
ORD1089,Arun Sharma,Delhi,2025-01-31 10:45:08,2025-02-03 02:45:08,1053,Delivered
ORD1090,Karthik Sharma,Coimbatore,2026-03-05 19:25:11,,4236,Processing
ORD1091,Arun Patel,Delhi,2026-07-23 23:42:51,2026-07-26 11:42:51,2319,Delivered
ORD1092,Rohan Nair,Madurai,2026-05-31 16:53:00,2026-06-03 08:53:00,489,Delivered
ORD1093,Karthik Sharma,Coimbatore,2025-01-15 20:59:20,2025-01-18 20:59:20,4420,Delivered
ORD1094,Karthik Reddy,Chennai,2025-09-22 13:22:22,2025-09-23 00:22:22,1864,Delivered
ORD1095,Vijay Singh,Coimbatore,2026-03-25 05:37:48,2026-03-25 19:37:48,4842,Delivered
ORD1096,Vijay Kumar,Coimbatore,2025-01-01 13:36:24,,4696,Processing
ORD1097,Divya Patel,Madurai,2025-05-05 20:51:18,2025-05-07 02:51:18,706,Delivered
ORD1098,Arun Patel,Madurai,2025-03-17 21:09:28,2025-03-19 08:09:28,3237,Delivered
ORD1099,Rohan Iyer,Coimbatore,2025-11-26 01:41:43,,3416,Pending
ORD1100,Rohan Reddy,Pune,2025-07-31 14:13:20,2025-07-31 19:13:20,3717,Delivered
ORD1101,Kavya Singh,Bengaluru,2026-07-12 12:49:47,2026-07-13 14:49:47,2206,Delivered
ORD1102,Rahul Patel,Pune,2025-10-02 12:08:55,2025-10-05 02:08:55,4049,Delivered
ORD1103,Vijay Sharma,Madurai,2025-05-28 05:07:22,,1166,Processing
ORD1104,Arun Reddy,Pune,2026-07-18 20:00:50,2026-07-20 14:00:50,2212,Delivered
ORD1105,Sneha Nair,Pune,2025-07-05 12:51:28,2025-07-06 06:51:28,988,Delivered
ORD1106,Karthik Patel,Hyderabad,2026-02-13 11:12:07,2026-02-15 03:12:07,1787,Delivered
ORD1107,Rohan Singh,Hyderabad,2026-05-25 21:16:18,2026-05-28 21:16:18,4471,Delivered
ORD1108,Priya Nair,Chennai,2026-03-20 16:34:42,2026-03-22 07:34:42,3646,Delivered
ORD1109,Rahul Patel,Delhi,2025-10-08 15:09:20,2025-10-09 05:09:20,1963,Delivered
ORD1110,Rohan Patel,Coimbatore,2026-07-28 21:17:56,,3629,Pending
ORD1111,Karthik Kumar,Bengaluru,2025-08-09 00:16:41,2025-08-11 03:16:41,1601,Delivered
ORD1112,Priya Reddy,Chennai,2026-06-04 13:45:29,2026-06-06 03:45:29,2463,Delivered
ORD1113,Kavya Gupta,Coimbatore,2025-11-19 19:42:32,,1664,Pending
ORD1114,Priya Nair,Pune,2026-03-09 23:02:51,,1381,Processing
ORD1115,Rohan Kumar,Madurai,2025-07-05 08:10:46,2025-07-05 23:10:46,1795,Delivered
ORD1116,Sneha Singh,Hyderabad,2025-11-09 14:33:44,2025-11-10 15:33:44,3149,Delivered
ORD1117,Sneha Nair,Mumbai,2026-08-18 01:42:35,2026-08-18 18:42:35,3590,Delivered
ORD1118,Sneha Kumar,Bengaluru,2025-05-18 20:20:49,,4206,Processing
ORD1119,Kavya Reddy,Pune,2025-03-24 12:35:44,,455,Processing
ORD1120,Karthik Reddy,Mumbai,2025-02-22 14:39:43,2025-02-24 17:39:43,3686,Delivered
ORD1121,Priya Kumar,Hyderabad,2026-07-23 20:20:06,,1873,Cancelled
ORD1122,Divya Nair,Pune,2026-04-26 19:33:56,2026-04-28 22:33:56,1839,Delivered
ORD1123,Karthik Patel,Delhi,2026-06-24 15:55:14,2026-06-27 13:55:14,1667,Delivered
ORD1124,Priya Singh,Delhi,2026-03-29 04:53:41,2026-03-29 10:53:41,4067,Delivered
ORD1125,Sneha Patel,Mumbai,2025-06-22 05:48:48,,569,Pending
ORD1126,Vijay Patel,Madurai,2026-01-30 01:07:46,2026-01-30 08:07:46,3086,Delivered
ORD1127,Divya Iyer,Pune,2026-05-24 00:01:40,,4012,Cancelled
ORD1128,Sneha Kumar,Coimbatore,2025-05-28 05:54:54,,4379,Pending
ORD1129,Kavya Reddy,Pune,2026-05-19 01:22:21,,1600,Pending
ORD1130,Rahul Reddy,Madurai,2025-09-14 16:40:34,2025-09-17 08:40:34,3246,Delivered
ORD1131,Rohan Kumar,Pune,2026-06-21 03:03:28,2026-06-21 18:03:28,3411,Delivered
ORD1132,Sneha Iyer,Mumbai,2025-05-29 02:42:12,2025-05-30 07:42:12,1314,Delivered
ORD1133,Meera Reddy,Madurai,2025-03-22 00:42:30,2025-03-23 09:42:30,2019,Delivered
ORD1134,Vijay Sharma,Hyderabad,2025-09-23 13:28:30,2025-09-24 16:28:30,1969,Delivered
ORD1135,Vijay Iyer,Bengaluru,2025-10-29 15:47:25,,2855,Processing
ORD1136,Divya Sharma,Madurai,2026-04-14 07:12:38,2026-04-15 12:12:38,3665,Delivered
ORD1137,Sneha Kumar,Pune,2026-04-02 12:27:06,2026-04-04 02:27:06,1492,Delivered
ORD1138,Kavya Iyer,Hyderabad,2025-12-20 07:58:00,2025-12-22 16:58:00,2376,Delivered
ORD1139,Meera Singh,Bengaluru,2026-01-10 17:03:10,2026-01-11 20:03:10,1229,Delivered
ORD1140,Rohan Singh,Delhi,2025-10-09 15:49:34,2025-10-11 22:49:34,4356,Delivered
ORD1141,Sneha Kumar,Coimbatore,2025-03-17 08:27:05,2025-03-18 17:27:05,4713,Delivered
ORD1142,Sneha Patel,Mumbai,2026-05-02 20:50:49,,2929,Processing
ORD1143,Divya Reddy,Pune,2025-04-02 07:02:19,2025-04-05 01:02:19,2678,Delivered
ORD1144,Rohan Patel,Pune,2025-01-09 21:46:38,,963,Processing
ORD1145,Meera Patel,Delhi,2025-09-13 10:35:11,,2181,Cancelled
ORD1146,Meera Iyer,Coimbatore,2026-07-22 05:08:54,2026-07-23 19:08:54,472,Delivered
ORD1147,Arun Patel,Delhi,2025-11-26 02:14:08,,3119,Processing
ORD1148,Karthik Patel,Chennai,2025-04-03 06:16:19,2025-04-04 13:16:19,1053,Delivered
ORD1149,Arun Nair,Delhi,2025-02-08 13:17:48,,1691,Cancelled
ORD1150,Meera Patel,Hyderabad,2026-03-03 01:14:07,2026-03-05 05:14:07,3653,Delivered
ORD1151,Sneha Reddy,Bengaluru,2026-02-03 11:33:23,,2803,Cancelled
ORD1152,Meera Singh,Pune,2025-03-07 10:37:17,,2626,Cancelled
ORD1153,Rohan Sharma,Delhi,2026-06-15 06:40:38,,3490,Cancelled
ORD1154,Vijay Iyer,Pune,2025-07-25 10:46:04,,4393,Pending
ORD1155,Karthik Nair,Madurai,2026-03-04 01:34:06,2026-03-04 06:34:06,1291,Delivered
ORD1156,Vijay Kumar,Coimbatore,2025-10-03 22:46:02,2025-10-05 03:46:02,999,Delivered
ORD1157,Arun Gupta,Delhi,2026-05-15 11:55:15,2026-05-17 10:55:15,516,Delivered
ORD1158,Meera Gupta,Bengaluru,2025-09-24 03:03:40,2025-09-26 23:03:40,3047,Delivered
ORD1159,Kavya Kumar,Hyderabad,2025-09-12 06:59:18,2025-09-14 03:59:18,1239,Delivered
ORD1160,Vijay Patel,Chennai,2026-02-27 14:37:46,2026-02-27 16:37:46,4191,Delivered
ORD1161,Karthik Patel,Pune,2025-12-29 03:16:02,,2188,Processing
ORD1162,Rahul Kumar,Coimbatore,2025-09-05 02:58:29,2025-09-06 14:58:29,3010,Delivered
ORD1163,Divya Kumar,Mumbai,2025-09-29 19:23:07,,4420,Cancelled
ORD1164,Karthik Kumar,Bengaluru,2026-01-24 20:46:57,2026-01-25 22:46:57,2004,Delivered
ORD1165,Divya Nair,Mumbai,2026-07-14 00:15:40,,4833,Cancelled
ORD1166,Sneha Singh,Bengaluru,2026-02-22 18:04:40,,644,Processing
ORD1167,Kavya Nair,Bengaluru,2026-08-07 19:26:44,2026-08-10 16:26:44,3332,Delivered
ORD1168,Rahul Reddy,Hyderabad,2025-06-19 11:46:35,2025-06-20 07:46:35,1934,Delivered
ORD1169,Rohan Reddy,Hyderabad,2025-12-04 21:14:03,,3660,Pending
ORD1170,Priya Sharma,Hyderabad,2026-05-26 00:35:31,2026-05-27 14:35:31,3936,Delivered
ORD1171,Karthik Patel,Delhi,2025-04-07 03:21:01,2025-04-07 09:21:01,4280,Delivered
ORD1172,Meera Patel,Madurai,2026-02-16 14:44:13,2026-02-19 14:44:13,1148,Delivered
ORD1173,Meera Nair,Bengaluru,2026-02-07 06:25:14,2026-02-08 05:25:14,4619,Delivered
ORD1174,Rohan Gupta,Coimbatore,2026-08-12 19:39:43,2026-08-14 18:39:43,1601,Delivered
ORD1175,Vijay Nair,Mumbai,2026-06-10 04:43:37,2026-06-12 02:43:37,1901,Delivered
ORD1176,Kavya Sharma,Hyderabad,2025-09-29 17:33:15,2025-09-30 05:33:15,2430,Delivered
ORD1177,Sneha Kumar,Delhi,2025-10-01 13:53:42,2025-10-02 02:53:42,4950,Delivered
ORD1178,Arun Singh,Hyderabad,2025-01-29 18:06:53,,4808,Processing
ORD1179,Meera Patel,Mumbai,2025-02-03 15:36:00,2025-02-06 03:36:00,3084,Delivered
ORD1180,Karthik Sharma,Mumbai,2025-11-20 11:26:56,,3884,Processing
ORD1181,Rohan Sharma,Pune,2026-04-02 14:19:36,2026-04-05 10:19:36,3496,Delivered
ORD1182,Rohan Sharma,Bengaluru,2025-12-18 05:01:14,2025-12-18 10:01:14,2023,Delivered
ORD1183,Rahul Singh,Hyderabad,2025-09-18 02:58:05,2025-09-19 15:58:05,4684,Delivered
ORD1184,Vijay Nair,Mumbai,2025-01-26 20:50:00,2025-01-29 20:50:00,3953,Delivered
ORD1185,Divya Patel,Madurai,2025-10-02 03:22:27,2025-10-03 10:22:27,2129,Delivered
ORD1186,Arun Kumar,Madurai,2026-03-15 09:18:04,2026-03-15 18:18:04,848,Delivered
ORD1187,Kavya Iyer,Hyderabad,2025-03-09 09:16:24,2025-03-11 12:16:24,1462,Delivered
ORD1188,Divya Iyer,Delhi,2026-01-29 00:32:02,2026-01-30 05:32:02,3112,Delivered
ORD1189,Rohan Gupta,Mumbai,2025-12-12 14:12:54,2025-12-14 06:12:54,3088,Delivered
ORD1190,Rohan Iyer,Pune,2026-02-22 20:34:13,2026-02-24 13:34:13,4937,Delivered
ORD1191,Priya Sharma,Bengaluru,2026-06-19 06:01:43,2026-06-19 17:01:43,2450,Delivered
ORD1192,Arun Sharma,Bengaluru,2025-05-22 03:33:46,,3347,Pending
ORD1193,Vijay Patel,Delhi,2026-07-09 19:35:36,2026-07-09 20:35:36,276,Delivered
ORD1194,Kavya Kumar,Pune,2025-01-23 14:48:29,2025-01-25 12:48:29,1341,Delivered
ORD1195,Divya Iyer,Bengaluru,2025-06-16 22:01:08,,2789,Processing
ORD1196,Arun Sharma,Pune,2025-09-03 08:54:56,2025-09-04 20:54:56,4539,Delivered
ORD1197,Sneha Singh,Chennai,2026-06-06 11:29:54,2026-06-08 17:29:54,4066,Delivered
ORD1198,Priya Gupta,Hyderabad,2025-07-08 06:27:53,,1516,Processing
ORD1199,Meera Reddy,Bengaluru,2026-04-17 18:12:59,2026-04-17 19:12:59,1169,Delivered
ORD1200,Vijay Iyer,Madurai,2026-04-30 16:49:27,2026-05-03 07:49:27,4229,Delivered
ORD1201,Sneha Iyer,Mumbai,2025-09-26 22:01:50,2025-09-29 04:01:50,4664,Delivered
ORD1202,Sneha Iyer,Pune,2026-06-17 01:05:57,2026-06-19 08:05:57,4689,Delivered
ORD1203,Priya Iyer,Pune,2025-01-01 16:58:07,2025-01-03 08:58:07,834,Delivered
ORD1204,Meera Iyer,Coimbatore,2025-06-07 08:44:15,2025-06-07 23:44:15,3779,Delivered
ORD1205,Rahul Iyer,Delhi,2026-07-13 02:20:07,2026-07-13 23:20:07,3037,Delivered
ORD1206,Sneha Reddy,Coimbatore,2025-07-31 11:56:32,2025-08-02 10:56:32,1612,Delivered
ORD1207,Divya Patel,Bengaluru,2025-04-29 22:03:41,,4236,Processing
ORD1208,Arun Kumar,Coimbatore,2025-05-31 17:25:04,,2411,Cancelled
ORD1209,Priya Singh,Coimbatore,2025-07-14 15:16:09,2025-07-16 19:16:09,4330,Delivered
ORD1210,Sneha Kumar,Chennai,2026-04-09 09:56:03,2026-04-11 18:56:03,2991,Delivered
ORD1211,Kavya Singh,Pune,2025-03-30 14:21:49,2025-03-31 16:21:49,1917,Delivered
ORD1212,Divya Nair,Madurai,2026-03-14 15:54:14,2026-03-16 08:54:14,4330,Delivered
ORD1213,Meera Iyer,Delhi,2026-03-31 15:06:42,2026-04-02 02:06:42,3710,Delivered
ORD1214,Rohan Patel,Madurai,2025-07-19 00:08:16,2025-07-21 15:08:16,2262,Delivered
ORD1215,Vijay Kumar,Chennai,2026-01-06 22:25:40,,4908,Processing
ORD1216,Priya Singh,Chennai,2025-06-28 11:37:20,2025-06-30 01:37:20,776,Delivered
ORD1217,Karthik Gupta,Coimbatore,2025-10-08 05:08:32,2025-10-08 07:08:32,4309,Delivered
ORD1218,Sneha Iyer,Hyderabad,2025-02-27 11:10:50,2025-02-27 18:10:50,3564,Delivered
ORD1219,Priya Sharma,Pune,2025-01-10 09:52:48,2025-01-11 19:52:48,1525,Delivered
ORD1220,Sneha Patel,Mumbai,2026-01-26 23:15:13,,1331,Cancelled
ORD1221,Rahul Reddy,Pune,2025-05-14 04:11:45,,640,Pending
ORD1222,Priya Kumar,Mumbai,2025-08-26 23:08:11,,3879,Pending
ORD1223,Vijay Nair,Coimbatore,2025-08-17 20:29:41,2025-08-19 23:29:41,3684,Delivered
ORD1224,Priya Sharma,Mumbai,2025-03-31 12:21:42,2025-04-02 18:21:42,3446,Delivered
ORD1225,Karthik Nair,Chennai,2025-03-07 16:18:39,2025-03-08 16:18:39,2090,Delivered
ORD1226,Meera Nair,Madurai,2025-04-11 05:02:24,2025-04-12 06:02:24,4558,Delivered
ORD1227,Kavya Gupta,Mumbai,2026-04-10 20:35:12,2026-04-13 19:35:12,2032,Delivered
ORD1228,Arun Singh,Pune,2025-09-15 20:12:02,,3137,Pending
ORD1229,Karthik Kumar,Delhi,2026-03-15 23:08:45,2026-03-18 21:08:45,3309,Delivered
ORD1230,Kavya Nair,Coimbatore,2025-08-01 06:09:05,2025-08-02 15:09:05,4925,Delivered
ORD1231,Priya Iyer,Hyderabad,2025-09-10 10:00:11,2025-09-12 11:00:11,4680,Delivered
ORD1232,Sneha Patel,Coimbatore,2026-05-27 04:17:29,2026-05-28 09:17:29,831,Delivered
ORD1233,Rohan Reddy,Bengaluru,2025-03-05 09:40:47,2025-03-08 00:40:47,1223,Delivered
ORD1234,Meera Patel,Coimbatore,2025-10-27 03:51:33,,2537,Processing
ORD1235,Vijay Patel,Chennai,2026-01-17 18:55:27,,2544,Cancelled
ORD1236,Meera Gupta,Madurai,2025-01-13 22:50:43,,2843,Processing
ORD1237,Vijay Nair,Madurai,2025-05-16 15:01:10,2025-05-18 16:01:10,1520,Delivered
ORD1238,Meera Patel,Delhi,2026-08-01 14:44:26,2026-08-04 13:44:26,4894,Delivered
ORD1239,Divya Sharma,Mumbai,2026-05-26 23:52:23,2026-05-29 00:52:23,4490,Delivered
ORD1240,Karthik Nair,Chennai,2025-06-12 04:22:18,2025-06-13 00:22:18,2306,Delivered
ORD1241,Sneha Reddy,Bengaluru,2026-01-22 23:47:28,,2730,Cancelled
ORD1242,Rohan Reddy,Chennai,2026-04-16 13:47:42,2026-04-19 02:47:42,4541,Delivered
ORD1243,Rahul Patel,Coimbatore,2025-11-08 10:08:37,2025-11-10 11:08:37,2309,Delivered
ORD1244,Meera Patel,Chennai,2026-02-22 23:17:43,2026-02-25 22:17:43,3398,Delivered
ORD1245,Rohan Iyer,Chennai,2025-03-19 01:58:28,2025-03-19 02:58:28,3881,Delivered
ORD1246,Divya Gupta,Delhi,2025-12-30 04:11:31,,3979,Pending
ORD1247,Priya Singh,Bengaluru,2026-03-01 00:20:21,2026-03-03 03:20:21,1777,Delivered
ORD1248,Arun Nair,Coimbatore,2026-02-12 14:19:01,2026-02-14 22:19:01,3622,Delivered
ORD1249,Rohan Reddy,Hyderabad,2025-08-13 22:09:14,2025-08-16 12:09:14,177,Delivered
ORD1250,Karthik Kumar,Delhi,2025-07-15 10:54:54,2025-07-16 18:54:54,2135,Delivered
ORD1251,Rahul Patel,Hyderabad,2025-03-15 01:55:27,,4303,Pending
ORD1252,Kavya Reddy,Delhi,2025-12-23 19:05:04,,1671,Processing
ORD1253,Rahul Singh,Madurai,2026-05-17 16:52:24,,446,Processing
ORD1254,Arun Gupta,Pune,2026-02-16 14:30:19,,2331,Pending
ORD1255,Meera Iyer,Delhi,2026-02-12 13:31:38,2026-02-13 19:31:38,3552,Delivered
ORD1256,Arun Sharma,Mumbai,2026-02-18 05:34:07,2026-02-18 21:34:07,2446,Delivered
ORD1257,Kavya Reddy,Chennai,2026-04-19 11:56:12,2026-04-21 03:56:12,2747,Delivered
ORD1258,Kavya Reddy,Madurai,2025-10-10 19:40:42,2025-10-11 14:40:42,1051,Delivered
ORD1259,Priya Patel,Bengaluru,2025-03-16 02:53:23,,1248,Cancelled
ORD1260,Arun Sharma,Hyderabad,2025-02-17 20:41:54,2025-02-17 21:41:54,1827,Delivered
ORD1261,Arun Sharma,Pune,2026-02-03 21:38:33,,3031,Processing
ORD1262,Meera Reddy,Pune,2026-01-21 01:04:18,2026-01-23 19:04:18,1528,Delivered
ORD1263,Kavya Patel,Delhi,2025-09-02 09:00:03,2025-09-03 23:00:03,1398,Delivered
ORD1264,Karthik Sharma,Chennai,2025-08-15 01:43:59,2025-08-17 04:43:59,3885,Delivered
ORD1265,Rohan Kumar,Bengaluru,2025-05-01 14:59:18,,4391,Processing
ORD1266,Vijay Sharma,Mumbai,2025-05-04 20:23:15,2025-05-05 00:23:15,1414,Delivered
ORD1267,Arun Kumar,Bengaluru,2025-05-31 06:53:28,2025-05-31 07:53:28,2057,Delivered
ORD1268,Sneha Sharma,Chennai,2025-06-20 21:22:40,2025-06-21 05:22:40,1208,Delivered
ORD1269,Divya Reddy,Mumbai,2025-12-12 08:07:03,2025-12-13 13:07:03,2899,Delivered
ORD1270,Rohan Reddy,Bengaluru,2026-08-07 08:49:03,2026-08-09 15:49:03,2198,Delivered
ORD1271,Kavya Reddy,Mumbai,2025-04-16 16:49:42,,4398,Pending
ORD1272,Divya Singh,Delhi,2026-04-22 11:28:39,2026-04-23 19:28:39,2626,Delivered
ORD1273,Vijay Singh,Delhi,2025-07-09 15:36:42,2025-07-10 01:36:42,4166,Delivered
ORD1274,Meera Singh,Chennai,2025-02-11 19:30:00,2025-02-13 05:30:00,4753,Delivered
ORD1275,Rahul Reddy,Chennai,2025-07-23 17:43:52,2025-07-26 00:43:52,3347,Delivered
ORD1276,Karthik Gupta,Mumbai,2025-10-23 14:35:29,,4736,Pending
