Employee_ID,Name,Department,Age,Salary,Experience,Performance_Score
EMP0184,,HR,46.0,48524.0,0.0,4.9
EMP0185,Sneha,Sales,,94172.0,20.0,2.3
EMP0186,Divya,Operations,26.0,35916.0,18.0,1.7
EMP0187,Rohan,IT,,29809.0,15.0,4.2
EMP0188,Divya,Marketing,24.0,57201.0,18.0,3.6
EMP0189,Priya,HR,31.0,78330.0,3.0,3.0
EMP0190,Kavya,Sales,37.0,38456.0,17.0,3.2
EMP0191,Kavya,Operations,58.0,81397.0,1.0,3.9
EMP0192,Priya,Finance,44.0,63765.0,,1.9
EMP0193,Sneha,,25.0,59816.0,14.0,5.0
EMP0194,Arun,HR,54.0,,4.0,
EMP0195,Meera,Marketing,26.0,78932.0,19.0,
EMP0196,Rohan,Marketing,42.0,42100.0,10.0,1.8
EMP0197,Kavya,Operations,31.0,82091.0,,3.7
EMP0198,Meera,Operations,,46949.0,1.0,1.3
EMP0199,Kavya,IT,,95080.0,2.0,1.1
EMP0200,Arun,HR,29.0,62744.0,11.0,2.0
EMP0201,Priya,Finance,26.0,70543.0,19.0,2.9
EMP0202,Arun,IT,36.0,117193.0,4.0,4.5
EMP0203,Kavya,Marketing,49.0,61187.0,4.0,3.9
EMP0204,Priya,IT,23.0,,5.0,4.0
EMP0205,Arun,Finance,40.0,39489.0,8.0,2.7
EMP0206,Sneha,Marketing,56.0,83017.0,1.0,2.4
EMP0207,Priya,Operations,39.0,86877.0,20.0,2.5
EMP0208,Rohan,,46.0,68125.0,11.0,5.0
EMP0209,Kavya,Sales,23.0,74922.0,2.0,1.2
EMP0210,Vijay,Operations,39.0,119074.0,,4.5
EMP0211,Divya,HR,,57049.0,11.0,3.3
EMP0212,,IT,,62131.0,16.0,2.8
EMP0213,Rohan,Marketing,27.0,67944.0,9.0,3.9
EMP0214,Rahul,Operations,53.0,98963.0,13.0,2.9
EMP0215,Meera,,60.0,49285.0,16.0,4.5
EMP0216,Meera,HR,59.0,62626.0,17.0,4.6
EMP0217,Divya,IT,38.0,67808.0,18.0,2.7
EMP0218,Kavya,Operations,60.0,113464.0,16.0,2.1
EMP0219,Divya,Finance,21.0,78871.0,13.0,3.4
EMP0220,Karthik,Operations,31.0,44198.0,8.0,4.6
EMP0221,Kavya,Marketing,48.0,44758.0,7.0,1.8
EMP0222,Priya,IT,45.0,40254.0,1.0,3.5
EMP0223,Priya,Marketing,43.0,69238.0,,3.5
EMP0224,Karthik,IT,51.0,26252.0,6.0,3.9
EMP0225,Sneha,Finance,50.0,64764.0,8.0,
EMP0226,Karthik,Marketing,55.0,102709.0,10.0,3.9
EMP0227,Karthik,Sales,27.0,62441.0,13.0,4.6
EMP0228,Divya,Operations,36.0,117234.0,3.0,1.7
EMP0229,Arun,Finance,46.0,,12.0,2.0
EMP0230,Priya,,22.0,84494.0,1.0,4.9
EMP0231,Arun,Marketing,21.0,106317.0,4.0,1.7
EMP0232,Karthik,Operations,32.0,90215.0,10.0,4.4
EMP0233,Sneha,Finance,25.0,103587.0,5.0,3.0
EMP0234,Priya,IT,57.0,31949.0,17.0,2.0
EMP0235,Kavya,Sales,52.0,80393.0,20.0,4.5
EMP0236,Kavya,,29.0,,9.0,2.8
EMP0237,Kavya,IT,55.0,31941.0,3.0,3.1
EMP0238,Rohan,Sales,,,8.0,2.4
EMP0239,Divya,Finance,36.0,48386.0,5.0,3.4
EMP0240,Rahul,Operations,,86886.0,1.0,1.7
EMP0241,Karthik,Sales,40.0,100745.0,,2.6
EMP0242,Rahul,Operations,44.0,108251.0,4.0,4.9
EMP0243,Vijay,HR,53.0,119456.0,5.0,2.0
EMP0244,Divya,Sales,44.0,78413.0,11.0,3.6
EMP0245,Kavya,HR,31.0,81800.0,20.0,2.3
EMP0246,Priya,Operations,28.0,67318.0,,4.1
EMP0247,Divya,Marketing,56.0,95173.0,20.0,1.5
EMP0248,Rohan,Operations,58.0,95390.0,5.0,4.9
EMP0249,Priya,Finance,60.0,,7.0,2.8
EMP0250,Arun,Marketing,40.0,68088.0,1.0,1.9
EMP0251,Rohan,Marketing,55.0,64811.0,11.0,1.3
EMP0252,Arun,Sales,45.0,80479.0,12.0,1.7
EMP0253,Priya,,55.0,110392.0,20.0,3.1
EMP0254,Kavya,Sales,,112369.0,6.0,2.3
EMP0255,Rahul,Operations,,44963.0,,4.3
EMP0256,Karthik,Marketing,38.0,80123.0,12.0,2.7
EMP0257,Divya,Finance,,117705.0,16.0,2.0
EMP0258,Divya,Finance,22.0,98477.0,20.0,3.5
EMP0259,Kavya,HR,55.0,39388.0,,3.8
EMP0260,Karthik,IT,36.0,30569.0,1.0,1.7
EMP0261,Arun,Finance,56.0,94836.0,10.0,1.7
EMP0262,Rahul,Sales,53.0,61586.0,0.0,1.1
EMP0263,Karthik,HR,24.0,37015.0,18.0,
EMP0264,Arun,Sales,53.0,70002.0,20.0,3.7
EMP0265,Karthik,Marketing,34.0,31254.0,,2.9
EMP0266,Vijay,Marketing,41.0,42144.0,18.0,4.4
EMP0267,Divya,Operations,40.0,49214.0,20.0,4.2
EMP0268,Vijay,Sales,28.0,105719.0,10.0,3.3
EMP0269,Karthik,Finance,27.0,96774.0,7.0,4.5
EMP0270,Rohan,IT,23.0,31090.0,10.0,
EMP0271,Divya,Sales,37.0,36637.0,3.0,1.4
EMP0272,Rahul,Finance,53.0,47415.0,16.0,2.1
EMP0273,Kavya,HR,32.0,49071.0,6.0,1.2
EMP0274,Vijay,Sales,42.0,83243.0,7.0,
EMP0275,Kavya,HR,42.0,66240.0,2.0,
EMP0276,Arun,Finance,50.0,108807.0,1.0,1.2
EMP0277,Meera,Finance,58.0,58434.0,14.0,1.5
EMP0278,Rohan,Finance,58.0,94724.0,4.0,2.8
EMP0279,Arun,Finance,28.0,100697.0,0.0,4.7
EMP0280,Sneha,Marketing,47.0,53732.0,3.0,2.3
EMP0281,Arun,Operations,,36314.0,14.0,3.0
EMP0282,Arun,Finance,54.0,48954.0,19.0,1.2
EMP0283,Meera,Marketing,41.0,82108.0,18.0,
EMP0284,Divya,IT,50.0,112044.0,2.0,4.9
EMP0285,Rohan,Marketing,53.0,112505.0,19.0,4.9
EMP0286,Rohan,HR,48.0,,10.0,1.0
EMP0287,Rahul,,53.0,48061.0,16.0,4.8
EMP0288,Arun,HR,25.0,104252.0,12.0,3.6
EMP0289,Rohan,Operations,,64749.0,10.0,4.5
EMP0290,Priya,,24.0,41907.0,1.0,2.8
EMP0291,Rahul,Sales,55.0,43777.0,8.0,3.1
EMP0292,Priya,Marketing,37.0,118229.0,1.0,3.0
EMP0293,Meera,HR,,76745.0,20.0,3.7
EMP0294,Priya,Operations,50.0,116865.0,8.0,1.6
EMP0295,Kavya,Sales,49.0,106818.0,8.0,
EMP0296,Karthik,Operations,26.0,48624.0,7.0,2.2
EMP0297,Priya,Operations,55.0,,16.0,3.8
EMP0298,Meera,Sales,,35488.0,0.0,1.8
EMP0299,Kavya,Sales,,47574.0,10.0,3.7
EMP0300,Meera,IT,49.0,30240.0,,4.9
EMP0301,Meera,IT,51.0,68221.0,9.0,1.4
EMP0302,Arun,Finance,55.0,35478.0,6.0,3.7
EMP0303,Meera,HR,53.0,,2.0,2.8
EMP0304,Priya,Sales,41.0,44262.0,2.0,4.5
EMP0305,Karthik,Operations,52.0,77796.0,17.0,1.7
EMP0306,Meera,,43.0,29432.0,4.0,3.8
EMP0307,Meera,Finance,53.0,89291.0,,4.4
EMP0308,Rohan,Operations,,104104.0,11.0,4.8
EMP0309,Sneha,Marketing,38.0,84399.0,18.0,
EMP0310,Vijay,,,104714.0,5.0,3.0
EMP0311,Kavya,Sales,51.0,75428.0,1.0,
EMP0312,Sneha,Marketing,23.0,112731.0,11.0,4.5
EMP0313,Kavya,Marketing,60.0,25302.0,18.0,3.3
EMP0314,Vijay,Finance,44.0,107558.0,4.0,1.1
EMP0315,Karthik,Sales,52.0,25055.0,11.0,4.7
EMP0316,Rahul,Operations,42.0,33717.0,16.0,3.8
EMP0317,Vijay,,43.0,53699.0,,3.7
EMP0318,Divya,Finance,22.0,98686.0,9.0,1.9
EMP0319,Sneha,Finance,47.0,,16.0,3.6
EMP0320,Priya,Operations,22.0,69247.0,14.0,2.6
EMP0321,Arun,Sales,46.0,41748.0,11.0,3.6
EMP0322,Divya,Finance,37.0,29621.0,15.0,1.4
EMP0323,Meera,Finance,60.0,40034.0,18.0,3.6
EMP0324,Meera,Finance,53.0,30126.0,7.0,5.0
EMP0325,Priya,HR,29.0,30122.0,20.0,1.2
EMP0326,Priya,IT,59.0,,16.0,4.9
EMP0327,Rohan,Operations,49.0,107838.0,4.0,2.6
EMP0328,Kavya,HR,46.0,109717.0,15.0,
EMP0329,Rohan,Finance,55.0,,5.0,4.1
EMP0330,Vijay,IT,45.0,63638.0,7.0,3.3
EMP0331,Rahul,Operations,44.0,92067.0,17.0,4.0
EMP0332,Sneha,Marketing,33.0,113869.0,11.0,4.5
EMP0333,Priya,Operations,27.0,59674.0,14.0,2.6
EMP0334,Kavya,HR,56.0,60854.0,8.0,2.3
EMP0335,Sneha,HR,40.0,71271.0,,3.7
EMP0336,Vijay,HR,21.0,98688.0,,4.2
EMP0337,Rahul,Operations,28.0,63518.0,,4.0
EMP0338,Divya,Sales,36.0,35267.0,15.0,4.2
EMP0339,Rohan,Finance,34.0,115825.0,6.0,2.7
EMP0340,Vijay,Operations,32.0,26062.0,16.0,4.3
EMP0341,Meera,Marketing,43.0,75448.0,20.0,1.5
EMP0342,Rohan,Marketing,35.0,31229.0,6.0,3.2
EMP0343,Arun,Marketing,48.0,81793.0,13.0,1.0
EMP0344,Rohan,Finance,54.0,72915.0,14.0,2.3
EMP0345,Vijay,IT,22.0,29632.0,20.0,2.5
EMP0346,,,52.0,28596.0,6.0,2.6
EMP0347,Rahul,,43.0,31168.0,8.0,3.8
EMP0348,Vijay,HR,42.0,32561.0,18.0,2.6
EMP0349,Priya,Finance,45.0,,15.0,2.8
EMP0350,Priya,HR,42.0,107152.0,7.0,2.0
EMP0351,Rohan,Finance,42.0,51734.0,17.0,2.5
EMP0352,Rahul,IT,26.0,,17.0,1.9
EMP0353,Vijay,,35.0,51069.0,19.0,1.3
EMP0354,Vijay,Marketing,57.0,,6.0,3.4
EMP0355,Meera,HR,53.0,37910.0,2.0,3.7
EMP0356,Kavya,Finance,28.0,98479.0,17.0,3.5
EMP0357,Sneha,IT,25.0,102735.0,9.0,2.9
EMP0358,Kavya,,59.0,106264.0,6.0,2.5
EMP0359,Vijay,,24.0,48275.0,16.0,4.5
EMP0360,Rohan,Finance,26.0,97274.0,,
EMP0361,Divya,Operations,52.0,106449.0,2.0,2.9
EMP0362,,HR,50.0,85004.0,11.0,1.1
EMP0363,Arun,Operations,55.0,87981.0,12.0,2.4
EMP0364,Priya,Sales,60.0,,1.0,2.5
EMP0365,Karthik,IT,36.0,79553.0,2.0,2.6
EMP0366,Vijay,IT,33.0,73447.0,4.0,3.3
EMP0367,Arun,Marketing,,59529.0,10.0,
EMP0368,Arun,Finance,39.0,100703.0,7.0,3.4
EMP0369,Sneha,Sales,37.0,101090.0,11.0,4.1
EMP0370,Rahul,Sales,39.0,42260.0,6.0,
EMP0371,Vijay,Sales,48.0,28812.0,14.0,
EMP0372,Rahul,Finance,46.0,53024.0,16.0,
EMP0373,Divya,HR,57.0,83656.0,3.0,1.1
EMP0374,Rohan,IT,46.0,52285.0,,
EMP0375,Karthik,Finance,43.0,117436.0,,1.0
EMP0376,Rohan,Sales,29.0,26605.0,0.0,3.6
EMP0377,Arun,IT,32.0,96158.0,15.0,4.6
EMP0378,Priya,IT,21.0,97303.0,,2.0
EMP0379,Priya,Sales,21.0,52139.0,9.0,
EMP0380,Rahul,Sales,54.0,102149.0,11.0,1.2
EMP0381,Rohan,IT,52.0,,1.0,4.7
EMP0382,Arun,Marketing,45.0,101125.0,2.0,2.4
EMP0383,Sneha,Operations,60.0,38918.0,,1.4
EMP0384,Meera,Operations,21.0,110655.0,1.0,
EMP0385,Rohan,IT,36.0,52446.0,12.0,2.0
EMP0386,Rahul,HR,59.0,,12.0,2.1
EMP0387,Karthik,HR,25.0,49818.0,17.0,2.2
EMP0388,Rahul,Marketing,42.0,29324.0,2.0,4.2
EMP0389,Arun,Finance,49.0,101323.0,6.0,3.2
EMP0390,Vijay,IT,23.0,34111.0,13.0,2.2
EMP0391,Sneha,HR,32.0,63110.0,19.0,3.4
EMP0392,Arun,IT,46.0,41389.0,16.0,3.9
EMP0393,Sneha,Marketing,36.0,66427.0,20.0,2.1
EMP0394,Kavya,Sales,57.0,104579.0,11.0,2.7
EMP0395,Kavya,Marketing,42.0,53746.0,15.0,1.5
EMP0396,Priya,Marketing,49.0,112886.0,11.0,1.7
EMP0397,Sneha,Marketing,34.0,25117.0,14.0,3.7
EMP0398,Rohan,HR,48.0,109471.0,9.0,
EMP0399,Karthik,Marketing,25.0,,6.0,3.1
EMP0400,Meera,Sales,50.0,78441.0,19.0,3.8
EMP0401,Rahul,Sales,,25846.0,4.0,1.4
EMP0402,Kavya,Sales,,35954.0,0.0,3.3
EMP0403,Rahul,Finance,36.0,104239.0,16.0,2.0
EMP0404,Rahul,Marketing,46.0,71514.0,2.0,4.9
EMP0405,Karthik,Sales,46.0,113236.0,12.0,2.9
EMP0406,Arun,Finance,41.0,31469.0,13.0,4.2
EMP0407,Rahul,Marketing,59.0,55105.0,17.0,3.2
EMP0408,Sneha,Marketing,56.0,67101.0,3.0,1.2
EMP0409,Karthik,IT,53.0,89323.0,17.0,3.5
EMP0410,Kavya,Marketing,50.0,116922.0,4.0,4.8
EMP0411,Vijay,Operations,57.0,83067.0,15.0,3.4
EMP0412,Rahul,,43.0,74376.0,0.0,4.3
EMP0413,Priya,HR,30.0,70587.0,20.0,4.5
EMP0414,Karthik,Operations,25.0,,13.0,1.9
EMP0415,Arun,HR,56.0,92584.0,14.0,1.8
EMP0416,Divya,Finance,54.0,103477.0,8.0,3.4
EMP0417,Kavya,Operations,51.0,67533.0,14.0,2.6
EMP0418,,IT,30.0,26828.0,16.0,
EMP0419,Divya,HR,39.0,26917.0,3.0,
EMP0420,Sneha,HR,52.0,45618.0,11.0,2.4
EMP0421,Vijay,HR,21.0,57254.0,4.0,
EMP0422,Kavya,Marketing,25.0,72362.0,4.0,4.1
EMP0423,Kavya,IT,24.0,45128.0,10.0,2.1
EMP0424,Arun,HR,36.0,84383.0,5.0,4.3
EMP0425,Kavya,IT,44.0,90545.0,6.0,2.7
EMP0426,Karthik,Sales,36.0,107180.0,13.0,
EMP0427,Sneha,Sales,,112958.0,10.0,1.4
EMP0428,Vijay,Operations,48.0,34865.0,12.0,3.5
EMP0429,Priya,Marketing,52.0,,1.0,2.8
EMP0430,Vijay,Sales,47.0,64809.0,6.0,3.3
EMP0431,Sneha,Finance,40.0,30287.0,19.0,1.7
EMP0432,Rohan,IT,,59387.0,3.0,3.9
EMP0433,Karthik,HR,32.0,,7.0,4.5
EMP0434,Rohan,Finance,55.0,26342.0,19.0,
EMP0435,Sneha,Operations,53.0,88076.0,20.0,1.4
EMP0436,Arun,Finance,53.0,44216.0,18.0,1.1
EMP0437,Priya,Operations,57.0,118070.0,12.0,3.6
EMP0438,Vijay,Sales,32.0,104767.0,13.0,3.4
EMP0439,Rahul,IT,23.0,51614.0,9.0,3.2
EMP0440,Meera,Operations,21.0,,10.0,1.9
EMP0441,Vijay,HR,,118789.0,1.0,2.6
EMP0442,,Finance,60.0,67078.0,8.0,3.4
EMP0443,Priya,Operations,30.0,,16.0,3.0
EMP0444,Meera,Marketing,49.0,37219.0,2.0,5.0
EMP0445,Karthik,Operations,33.0,25235.0,5.0,1.5
EMP0446,Sneha,HR,32.0,67929.0,4.0,3.8
EMP0447,Sneha,Sales,51.0,92444.0,4.0,2.6
EMP0448,Karthik,IT,,33567.0,14.0,2.7
EMP0449,Meera,Marketing,55.0,95792.0,16.0,3.9
EMP0450,Rohan,,43.0,90441.0,8.0,3.8
EMP0451,Priya,Operations,37.0,109555.0,2.0,5.0
EMP0452,Karthik,HR,46.0,98698.0,19.0,1.5
EMP0453,Meera,Finance,,30415.0,16.0,1.4
EMP0454,Kavya,HR,49.0,,9.0,3.9
EMP0455,Vijay,IT,46.0,68925.0,2.0,3.3
EMP0456,Arun,IT,,30951.0,17.0,2.1
EMP0457,Karthik,HR,46.0,112388.0,17.0,1.3
EMP0458,,Finance,54.0,33007.0,,1.3
EMP0459,Rohan,Marketing,27.0,66832.0,2.0,4.6
EMP0460,Rohan,Operations,24.0,83596.0,2.0,1.8
EMP0461,Kavya,,31.0,55523.0,5.0,
EMP0462,Sneha,Finance,49.0,,12.0,1.9
